article1_id,article2_id,score
79,85,0.6901270151138306
69,19,0.8861609697341919
68,41,0.820316731929779
27,62,0.8243429660797119
33,55,0.8163127899169922
78,10,0.7367300391197205
78,6,0.8416550755500793
39,46,0.7764811515808105
70,88,0.7767964601516724
11,48,0.7368014454841614
77,4,0.731355607509613
28,12,0.7787518501281738
33,10,0.7668527364730835
34,8,0.8329697847366333
91,59,0.8178014755249023
24,28,0.7923756837844849
20,6,0.7845757007598877
70,95,0.7962789535522461
70,3,0.7799158692359924
49,8,0.7586917877197266
35,34,0.7810226082801819
79,62,0.6726471781730652
24,51,0.7006514072418213
87,81,0.8762965202331543
22,95,0.7339876294136047
56,4,0.6811825037002563
66,2,0.7906923890113831
27,13,0.847542405128479
62,53,0.7477118372917175
72,48,0.8023425340652466
31,68,0.8649725914001465
42,77,0.8480217456817627
28,23,0.7551621794700623
15,6,0.7919564247131348
71,80,0.8903083205223083
95,57,0.7832667231559753
42,66,0.8592274188995361
92,65,0.7229170799255371
67,42,0.8695152401924133
57,47,0.7976375818252563
94,60,0.7490172386169434
81,67,0.7214810252189636
59,37,0.8774228096008301
47,31,0.7861095666885376
50,17,0.832476794719696
69,81,0.7797213196754456
46,3,0.7244025468826294
2,23,0.7542988061904907
53,15,0.6907505989074707
12,29,0.85393887758255
4,70,0.7618324756622314
6,73,0.7654564380645752
35,42,0.7620527148246765
12,24,0.7099010944366455
16,62,0.7458845376968384
67,31,0.7733678817749023
87,84,0.7665508985519409
48,21,0.7278135418891907
90,20,0.8137634992599487
47,2,0.7885288596153259
12,79,0.7252244353294373
34,83,0.8861738443374634
16,66,0.8041713237762451
16,55,0.8073296546936035
39,52,0.7607014775276184
91,88,0.8883829712867737
77,91,0.8076081871986389
75,39,0.7650648951530457
14,4,0.7076942324638367
18,82,0.7208229303359985
15,65,0.8150293231010437
22,44,0.6757253408432007
51,41,0.8278427124023438
14,16,0.8486337065696716
56,36,0.846332848072052
64,92,0.9039154052734375
94,0,0.793170690536499
78,38,0.8665404319763184
21,94,0.6979845762252808
28,71,0.7743275761604309
21,12,0.8649379014968872
4,91,0.7408530116081238
29,30,0.7285308837890625
19,4,0.7060614228248596
21,92,0.8192395567893982
49,27,0.7295725345611572
49,84,0.7154406905174255
79,48,0.6933661103248596
31,72,0.8649384379386902
95,30,0.8636680841445923
85,1,0.863860547542572
0,47,0.8385171890258789
56,37,0.8315683603286743
74,5,0.659072756767273
56,90,0.8755844831466675
58,29,0.839309811592102
24,3,0.7289520502090454
34,73,0.8097465634346008
71,78,0.7798426747322083
22,89,0.8424496650695801
24,9,0.6200123429298401
62,94,0.7425697445869446
54,24,0.7393798828125
60,8,0.7849709987640381
34,52,0.7907616496086121
57,69,0.8184075355529785
68,29,0.8885730504989624
92,83,0.8477360010147095
64,51,0.860718846321106
92,14,0.8971182703971863
40,65,0.6771049499511719
11,73,0.9168717861175537
4,88,0.6528306007385254
67,71,0.8337044715881348
79,83,0.6941423416137695
67,14,0.8629416227340698
9,16,0.7788397669792175
5,84,0.841019332408905
62,59,0.6981156468391418
8,1,0.8256388902664185
87,15,0.8449352383613586
0,62,0.7162813544273376
58,50,0.809577465057373
54,28,0.7895930409431458
33,69,0.8862636089324951
82,28,0.7700561881065369
24,89,0.678004801273346
92,70,0.8298198580741882
56,26,0.8967762589454651
72,71,0.8016158938407898
69,83,0.8504128456115723
82,30,0.7274423241615295
82,76,0.8008516430854797
35,57,0.7288070917129517
63,84,0.742941677570343
90,25,0.8771087527275085
48,90,0.745452880859375
51,59,0.7676793336868286
50,29,0.8149517178535461
34,2,0.8191435933113098
42,35,0.7620527148246765
48,2,0.7967900037765503
91,82,0.781295120716095
38,88,0.8992573022842407
67,46,0.8785555958747864
33,35,0.6978527903556824
76,86,0.8995105624198914
44,84,0.6377221345901489
59,22,0.8445941805839539
59,71,0.7302274107933044
51,64,0.860718846321106
38,9,0.897895872592926
40,94,0.6810617446899414
26,38,0.8681652545928955
62,37,0.689704418182373
73,6,0.7654564380645752
48,27,0.8375481367111206
52,73,0.7981821298599243
81,84,0.7308729887008667
9,21,0.8430745601654053
75,36,0.6620025634765625
24,18,0.7073562741279602
6,15,0.7919564247131348
49,66,0.7333003878593445
26,51,0.836118757724762
30,12,0.7106935381889343
95,6,0.740565299987793
59,73,0.8068892359733582
14,55,0.8723556995391846
6,46,0.861866295337677
49,82,0.6757818460464478
9,15,0.7183282971382141
91,65,0.7625793814659119
53,85,0.6770636439323425
64,17,0.8350307941436768
68,25,0.8366851210594177
62,42,0.8251979947090149
27,53,0.7394096851348877
15,54,0.8073736429214478
75,95,0.8188380599021912
3,40,0.7009571194648743
74,93,0.6545107364654541
91,63,0.8083127737045288
65,8,0.8401071429252625
50,25,0.8326812386512756
18,51,0.8556721210479736
21,6,0.8393389582633972
62,69,0.7748769521713257
33,58,0.8633999228477478
67,83,0.8789086937904358
27,64,0.8397043943405151
14,24,0.7523595690727234
73,58,0.8551719188690186
86,80,0.7232527136802673
80,61,0.6903368830680847
60,42,0.7920541167259216
72,66,0.8115651607513428
4,94,0.6925550699234009
60,41,0.7796343564987183
80,79,0.7707693576812744
22,73,0.8738117814064026
89,49,0.7014749646186829
40,10,0.7172889709472656
95,84,0.7411672472953796
0,7,0.8236037492752075
92,40,0.7990999221801758
95,35,0.8544595241546631
21,72,0.7420899271965027
66,36,0.8389458060264587
51,10,0.7863712310791016
46,11,0.8919059038162231
39,29,0.8136776685714722
20,88,0.8033733367919922
80,15,0.7028132081031799
35,8,0.8715946674346924
